date,plant_stand,precip,temp,area_damaged,severity,seed_tmt,plant_growth,leaves,leafspots_halo,leafspots_marg,leafspot_size,leaf_shread,leaf_malf,leaf_mild,stem,lodging,stem_cankers,canker_lesion,fruiting_bodies,external_decay,mycelium,int_discolor,sclerotia,fruit_pods,fruit_spots,seed,mold_growth,seed_discolor,seed_size,shriveling,class
september,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
august,lt-normal,norm,lt-norm,scattered,minor,fungicide,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
august,lt-normal,norm,lt-norm,scattered,minor,fungicide,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
may,lt-normal,lt-norm,norm,low-areas,pot-severe,fungicide,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
may,lt-normal,lt-norm,norm,low-areas,pot-severe,fungicide,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
august,lt-normal,norm,lt-norm,scattered,minor,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
august,lt-normal,norm,lt-norm,scattered,minor,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
august,lt-normal,norm,lt-norm,scattered,minor,fungicide,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
august,lt-normal,norm,lt-norm,scattered,minor,fungicide,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
september,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
september,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
september,lt-normal,lt-norm,norm,whole-field,pot-severe,none,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,powdery-mildew
september,normal,gt-norm,gt-norm,low-areas,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,no,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
september,normal,gt-norm,gt-norm,low-areas,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,no,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
september,normal,gt-norm,gt-norm,low-areas,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,no,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,norm,upper-areas,minor,fungicide,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,norm,upper-areas,minor,fungicide,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,gt-norm,whole-field,minor,fungicide,norm,norm,absent,dna,dna,absent,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
august,normal,gt-norm,lt-norm,scattered,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,norm,no,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,gt-norm,whole-field,minor,fungicide,norm,norm,absent,dna,dna,absent,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
august,normal,gt-norm,gt-norm,scattered,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,norm,no,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
september,normal,gt-norm,lt-norm,low-areas,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,gt-norm,whole-field,minor,fungicide,norm,norm,absent,dna,dna,absent,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
september,normal,gt-norm,lt-norm,low-areas,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
september,normal,gt-norm,lt-norm,low-areas,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,gt-norm,whole-field,minor,fungicide,norm,norm,absent,dna,dna,absent,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
september,normal,gt-norm,lt-norm,low-areas,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
september,normal,gt-norm,lt-norm,low-areas,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,gt-norm,whole-field,minor,fungicide,norm,norm,absent,dna,dna,absent,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
september,normal,gt-norm,gt-norm,low-areas,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,no,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
august,normal,gt-norm,gt-norm,scattered,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,norm,no,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,lt-norm,scattered,minor,none,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
september,normal,gt-norm,gt-norm,low-areas,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,no,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
august,normal,gt-norm,lt-norm,scattered,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,norm,no,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,gt-norm,whole-field,minor,fungicide,norm,norm,absent,dna,dna,absent,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,lt-norm,scattered,minor,none,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,gt-norm,whole-field,minor,fungicide,norm,norm,absent,dna,dna,absent,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,gt-norm,whole-field,minor,fungicide,norm,norm,absent,dna,dna,absent,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,gt-norm,whole-field,minor,fungicide,norm,norm,absent,dna,dna,absent,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
september,normal,gt-norm,lt-norm,low-areas,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,lt-norm,scattered,minor,none,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
september,normal,gt-norm,gt-norm,low-areas,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,no,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
august,normal,gt-norm,gt-norm,scattered,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,norm,no,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
september,normal,gt-norm,lt-norm,low-areas,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,gt-norm,whole-field,minor,fungicide,norm,norm,absent,dna,dna,absent,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,gt-norm,whole-field,minor,fungicide,norm,norm,absent,dna,dna,absent,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
september,normal,gt-norm,gt-norm,low-areas,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,no,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
august,normal,gt-norm,gt-norm,scattered,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,norm,no,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
august,normal,gt-norm,gt-norm,scattered,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,norm,no,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,lt-norm,scattered,minor,none,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,lt-norm,scattered,minor,none,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
september,normal,gt-norm,gt-norm,low-areas,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,no,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,norm,upper-areas,minor,fungicide,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
september,normal,gt-norm,lt-norm,low-areas,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
september,normal,gt-norm,lt-norm,low-areas,minor,none,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,gt-norm,whole-field,minor,fungicide,norm,norm,absent,dna,dna,absent,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,gt-norm,whole-field,minor,fungicide,norm,norm,absent,dna,dna,absent,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,norm,upper-areas,minor,fungicide,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,norm,upper-areas,minor,fungicide,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
july,normal,gt-norm,lt-norm,scattered,minor,none,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,purple-seed-stain
april,lt-normal,gt-norm,lt-norm,low-areas,severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
april,lt-normal,gt-norm,lt-norm,low-areas,severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
june,lt-normal,gt-norm,lt-norm,low-areas,pot-severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
april,lt-normal,gt-norm,lt-norm,low-areas,severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
april,lt-normal,gt-norm,lt-norm,low-areas,severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
april,lt-normal,gt-norm,lt-norm,low-areas,pot-severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
april,lt-normal,gt-norm,lt-norm,low-areas,pot-severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
june,lt-normal,gt-norm,lt-norm,low-areas,severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,present,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
april,lt-normal,gt-norm,lt-norm,low-areas,pot-severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
april,lt-normal,gt-norm,lt-norm,low-areas,pot-severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
april,lt-normal,gt-norm,lt-norm,low-areas,pot-severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
may,lt-normal,gt-norm,lt-norm,low-areas,severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,present,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
april,lt-normal,gt-norm,lt-norm,low-areas,pot-severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
april,lt-normal,gt-norm,lt-norm,low-areas,severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
april,lt-normal,gt-norm,lt-norm,low-areas,pot-severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
april,lt-normal,gt-norm,lt-norm,low-areas,pot-severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
june,lt-normal,gt-norm,lt-norm,low-areas,severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,present,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
june,lt-normal,gt-norm,lt-norm,low-areas,severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,present,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
june,lt-normal,gt-norm,lt-norm,low-areas,severe,none,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,present,none,absent,dna,dna,norm,absent,absent,norm,absent,rhizoctonia-root-rot
